"","abortion","age","aid.blacks","aid.blacksCD","aid.blacksCR","aid.blacksD","aid.blacksR","anger.dem","anger.rep","auth.1","auth.2","auth.3","auth.4","bible","black","catholic","church","college","defense.spendingCD","defense.spendingCR","defense.spendingD","defense.spendingR","dem.afraid","dem.angry","dem.cares","dem.decent","dem.hope","dem.know","dem.leader","efficacy1","efficacy2","efficacy3","efficacy4","efficacy5","efficacy6","efficacy7","egal1","egal2","egal3","egal4","fear.dem","fear.rep","feel.asian","feel.black","feel.latino","feeling.dem","feeling.demc","feeling.rep","feeling.repc","female","feminists.therm","fundamental.therm","gay.therm","gays.adoption","gays.military","gov.services","gov.servicesCD","gov.servicesCR","gov.servicesD","gov.servicesR","hispanic","hope.dem","hope.rep","ideology","ideologyCD","ideologyCR","ideologyD","ideologyR","immigrants","income","interest.elections","interest.politics","jewish","jobs","jobsCD","jobsCR","jobsD","jobsR","know.interview.post","know.interview.pre","media","mode","moral1","moral2","moral3","moral4","nonwhite","other","other.race","p1","p2","p3","p4","p5","pid","primary","protect.gays","proud.dem","proud.rep","public.insurance","public.insuranceCD","public.insuranceCR","rep.afraid","rep.angry","rep.cares","rep.decent","rep.hope","rep.know","rep.leader","rid","rr1","rr2","rr3","rr4","split.house","split.senate","union.therm","vote","vote.house","vote.senate","voted","weights.all","weights.ftf","weights.web","white","women.role","women.roleCD","women.roleCR","year","rid2","group","racial.resentment","authoritarianism","efficacy","knowledge","dem_traits","rep_traits","dem_anxiety","rep_anxiety","participation"
"126",1,0.1875,7,1,4,2,6,1,NA,1,2,2,1,1,0,1,0,0,2,6,2,6,1,2,NA,NA,1,3,2,2,2,2,2,3,2,NA,1,4,1,1,0,0,80,40,50,60,40,70,97,0,40,NA,50,NA,1,1,6,2,5,3,0,0,1,0.5,2,NA,3,4,5,0,2,1,0,1,NA,NA,6,4,3,2,1,"FTF",4,4,3,4,0,0,0,0,0,0,0,0,0.833333333333333,NA,0,0,1,1,NA,NA,1,NA,3,NA,2,1,4,1014,5,5,5,NA,NA,NA,40,NA,NA,NA,0,1.6855,1.6855,1.6855,1,1,NA,NA,2004,126,1,1,0.5,2.2,0.375,0.5,0.444444444444445,0.5,0,0
"128",1,0.6875,7,6,6,NA,NA,1,0,2,2,2,2,1,0,0,0,0,5,5,6,5,2,2,NA,NA,1,NA,NA,3,3,1,1,2,3,1,1,5,4,2,1,0,60,60,60,70,70,70,70,1,60,NA,30,1,0,1,4,4,4,4,0,0,1,NA,4,4,5,3,3,0,2,1,0,6,5,6,5,6,3,3,0,"FTF",5,5,2,5,0,1,0,0,0,0,0,0,0.5,1,NA,0,1,1,4,4,1,1,NA,NA,2,NA,NA,1014,4,2,4,2,NA,"RP-RS",40,1,NA,1,1,4.9521,4.9521,0,1,NA,NA,NA,2012,128,1,0.5,1,2.16666666666667,0.5,NA,NA,1,0,0
"133",2,0.5375,6,2,6,4,4,0,0,2,2,2,1,3,0,0,1,0,2,6,4,4,1,1,1,NA,1,2,2,2,1,1,1,2,1,NA,1,5,4,2,0,0,NA,60,60,50,30,50,70,0,NA,NA,0,1,0,NA,6,2,4,4,0,0,0,0.333333333333333,2,6,3,3,5,0,1,0,0,NA,2,6,4,4,3,3,0,"FTF",2,5,2,5,0,0,0,0,0,0,0,0,0.833333333333333,NA,1,0,1,NA,NA,NA,1,1,4,NA,1,4,4,1015,5,5,5,NA,NA,NA,40,NA,NA,NA,0,1.4831,1.4831,1.4831,1,NA,2,6,2004,133,1,1,0.75,1.4,0.5,0.777777777777778,0,0,0,0
"135",4,0.4625,7,1,7,NA,NA,1,0,1,1,1,1,2,0,0,0,0,3,4,3,4,2,2,NA,NA,1,NA,NA,3,3,1,2,2,3,3,4,4,2,4,1,0,50,50,50,40,40,70,85,1,40,50,50,0,0,7,2,5,2,4,0,0,1,0.666666666666667,2,7,2,6,3,0,2,1,0,7,3,5,5,2,3,3,0,"FTF",4,3,2,3,0,0,0,0,0,0,0,1,0.666666666666667,0,0,0,1,5,1,3,1,1,NA,NA,2,NA,NA,1015,4,4,4,5,"RP-RC","RP-RS",40,1,1,1,1,4.9909,4.9909,0,1,NA,NA,NA,2012,135,1,0.8125,0,2.5,0.5,NA,NA,1,0,1
"139",1,0.65,7,1,3,1,3,1,0,NA,NA,NA,NA,2,0,1,0,0,5,3,6,4,2,2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,40,15,70,70,1,NA,NA,NA,0,0,4,7,3,7,3,0,0,1,0.5,2,4,NA,NA,NA,NA,2,1,0,7,1,5,1,5,NA,4,NA,"FTF",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0.833333333333333,NA,NA,0,1,2,NA,NA,1,1,4,NA,2,3,2,1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0862,1.0862,1.0862,1,1,6,4,2000,139,1,NA,NA,NA,0.75,1,0.333333333333333,1,0,0
"140",3,0.7,4,1,6,1,4,1,0,1,2,2,1,3,0,0,1,0,2,7,2,6,2,2,2,NA,1,4,1,3,3,1,2,3,3,NA,1,2,2,1,1,0,NA,85,85,30,0,85,97,1,15,85,0,1,1,NA,1,2,1,3,0,0,1,0.666666666666667,1,4,1,4,4,NA,2,1,0,5,1,4,1,6,5,3,1,"FTF",5,5,4,5,0,0,0,0,0,0,0,1,1,NA,1,1,1,NA,NA,NA,1,1,4,NA,2,4,4,1016,5,4,5,NA,"RP-RC","RP-RS",70,1,1,1,1,1.328,1.328,1.328,1,1,1,1,2004,140,1,0.916666666666667,0.5,2.6,0.75,0.555555555555556,0,1,0,1
"147",2,0.4125,6,NA,NA,NA,NA,0,0,1,2,2,1,3,0,0,0,0,NA,NA,NA,NA,1,1,3,NA,1,2,3,3,3,2,2,3,3,NA,2,4,4,3,0,0,85,85,85,40,40,97,97,1,15,85,60,1,0,4,2,3,2,3,0,0,1,0.666666666666667,3,4,3,5,3,1,2,1,0,5,3,4,3,4,4,4,1,"FTF",2,4,2,4,0,0,0,0,0,1,0,1,0.833333333333333,NA,0,0,1,5,NA,NA,1,1,4,NA,2,4,4,1017,5,4,5,NA,"RP-RC",NA,60,1,1,NA,1,0.8275,0.8275,0.8275,1,1,2,2,2004,147,1,0.916666666666667,0.5,2.8,0.75,0.444444444444445,0,0,0,2
"151",4,0.275,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,0,0,1,1,2,4,2,4,1,2,2,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,50,0,50,60,0,NA,NA,NA,NA,NA,6,2,5,2,5,0,0,1,0.833333333333333,1,6,1,6,NA,0,2,1,0,5,1,5,2,5,NA,4,NA,"FTF",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0.166666666666667,1,NA,0,1,3,NA,NA,1,2,3,NA,2,4,3,1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1992,151,1,NA,NA,NA,0.75,0.333333333333333,0.222222222222222,0.5,0.5,0
"154",1,0.075,3,4,5,3,6,0,1,1,2,1,1,1,0,0,0,1,4,6,3,6,2,1,4,NA,2,4,3,3,1,2,2,2,3,NA,2,1,2,2,1,1,50,50,50,60,60,30,15,0,60,0,50,0,0,2,3,6,3,5,0,1,0,0.166666666666667,2,6,3,5,3,0,2,1,0,4,4,6,3,5,NA,3,1,"FTF",1,1,1,1,0,1,0,0,0,0,0,1,0.333333333333333,NA,0,0,0,5,NA,NA,2,2,2,NA,1,2,2,1018,2,1,4,NA,"DP-DC",NA,40,0,0,NA,1,0.9029,0.9029,0.9029,1,1,1,1,2004,154,1,0.333333333333333,0.25,2.2,0.5,0.111111111111111,0.666666666666667,0.5,1,1
"158",NA,0.9125,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,3,0,0,0,0,4,5,4,5,1,1,3,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,75,75,NA,65,1,NA,NA,NA,NA,NA,3,5,3,3,NA,0,1,1,0.5,4,6,4,6,NA,0,2,1,0,NA,NA,NA,NA,NA,NA,3,NA,"FTF",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0.333333333333333,0,NA,1,1,NA,NA,NA,2,2,2,NA,2,3,2,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,NA,NA,1992,158,1,NA,NA,NA,0.5,0.333333333333333,0.555555555555556,0,1,0
"160",2,0.4875,4,NA,4,NA,4,0,0,NA,NA,NA,NA,2,0,0,0,1,NA,NA,5,3,NA,1,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,15,30,60,70,1,NA,NA,NA,0,0,5,2,6,1,6,0,NA,1,0.833333333333333,2,6,NA,NA,NA,NA,1,1,0,4,4,4,2,4,NA,1,NA,"FTF",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,6,NA,NA,1,1,3,NA,2,3,3,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3383,0.3383,0.3383,1,1,NA,NA,2000,160,1,NA,NA,NA,0,0.555555555555556,0.333333333333333,0,0,0
"161",2,0.5,NA,2,2,2,2,0,0,1,2,2,1,2,0,0,0,0,5,5,5,5,1,1,2,NA,1,3,3,1,1,1,2,2,1,NA,1,4,3,2,0,0,70,70,60,50,50,50,50,0,70,70,50,1,1,NA,4,4,4,4,0,0,0,0.333333333333333,5,5,4,5,5,0,2,0,0,2,4,4,4,4,2,1,1,"FTF",2,4,2,3,0,0,0,0,0,0,0,0,0.5,NA,1,1,0,6,NA,NA,1,1,2,NA,1,1,3,1019,3,2,2,NA,NA,NA,50,NA,NA,NA,0,0.9042,0.9042,0.9042,1,1,3,3,2004,161,1,0.333333333333333,0.5,1.2,0.125,0.444444444444445,0.666666666666667,0,0,0
"165",1,0.675,3,NA,NA,NA,NA,0,1,2,2,2,1,2,0,0,1,0,5,5,4,4,1,1,3,NA,2,3,4,3,1,1,1,2,3,1,1,4,4,1,0,1,50,70,60,70,85,50,0,0,50,50,50,1,0,1,2,7,3,6,0,1,1,NA,2,6,4,6,3,0,2,1,0,6,6,1,4,2,NA,4,1,"FTF",2,5,1,5,0,0,0,0,0,0,0,1,0,1,NA,0,0,6,NA,NA,2,2,1,NA,2,3,2,102,4,2,2,NA,"DP-DC",NA,85,0,0,NA,1,1,1,1,1,4,NA,NA,1992,165,1,0.416666666666667,0.75,1.83333333333333,0.75,0.222222222222222,0.666666666666667,0,1,1
"169",2,0.4125,4,1,5,NA,NA,1,0,2,2,2,1,3,0,0,1,1,4,6,3,6,2,2,NA,NA,1,NA,NA,3,1,1,1,2,3,3,2,4,2,4,1,0,NA,85,70,30,0,85,85,1,40,60,40,NA,NA,4,1,3,4,3,0,0,1,0.833333333333333,1,4,2,6,3,0,2,1,0,5,2,6,3,6,3,5,1,"FTF",5,5,5,5,0,0,0,0,0,0,0,1,1,1,1,0,1,4,1,6,1,1,NA,NA,2,NA,NA,102,4,4,3,4,"RP-RC","RP-RS",50,1,1,1,1,0.7658,0.7658,0,1,NA,NA,NA,2012,169,1,0.6875,0.75,2.16666666666667,0.75,NA,NA,1,0,1
"173",1,0.3125,4,3,3,3,3,1,1,1,1,2,1,1,0,0,0,1,2,5,3,5,2,2,2,NA,2,3,2,3,3,2,2,4,3,2,2,1,2,2,1,1,70,70,70,70,50,70,30,0,70,60,70,0,0,4,2,3,2,2,0,1,1,0.5,3,3,2,6,NA,1,2,1,0,7,6,7,4,7,3,3,1,"FTF",2,4,2,2,0,1,0,0,0,0,0,0,0.666666666666667,NA,0,0,0,5,NA,NA,2,2,2,NA,2,3,3,1020,4,2,4,NA,"RP-RC","RP-RS",70,1,1,1,1,0.3386,0.3386,0.3386,1,1,1,2,2000,173,1,0.583333333333333,0.25,2.83333333333333,0.5,0.555555555555556,0.444444444444445,1,1,0
"180",2,0.3,4,2,5,3,5,1,0,1,1,2,1,3,0,0,0,0,2,6,3,5,1,2,2,NA,1,3,2,3,3,2,2,3,3,3,4,4,4,3,0,0,50,50,50,50,40,70,85,0,40,70,40,1,0,5,2,5,2,4,0,0,1,0.833333333333333,2,6,2,6,NA,1,2,1,0,6,2,5,3,5,4,3,1,"FTF",5,5,2,4,0,0,0,0,0,0,0,1,1,NA,1,0,1,6,NA,NA,1,1,3,NA,2,3,3,1021,5,3,5,NA,"RP-RC","RP-RS",60,1,1,1,1,0.6774,0.6774,0.6774,1,1,1,1,2000,180,1,0.833333333333333,0.25,2.83333333333333,0.625,0.555555555555556,0.333333333333333,0.5,0,1
"181",3,0.0875,4,5,4,5,4,1,0,1,2,2,1,2,0,0,0,0,4,6,2,6,1,2,2,NA,1,3,1,3,3,2,2,3,3,NA,1,2,1,2,0,0,NA,60,75,60,30,85,85,0,15,90,50,1,1,2,3,3,4,3,0,0,1,0.833333333333333,2,6,3,5,4,0,2,1,0,4,6,4,5,4,2,3,1,"FTF",4,4,3,4,0,0,0,0,0,0,0,0,0.833333333333333,NA,NA,0,1,1,NA,NA,1,1,3,NA,2,3,4,1021,5,5,4,NA,NA,NA,60,1,NA,NA,1,0.8857,0.8857,0.8857,1,1,1,1,2004,181,1,0.916666666666667,0.5,2.8,0.375,0.666666666666667,0.222222222222222,0.5,0,0
"185",1,0.4375,2,NA,NA,NA,NA,1,0,1,2,2,1,2,0,0,0,0,4,6,4,6,2,2,4,NA,2,4,3,3,3,1,2,3,3,1,1,4,4,1,1,1,60,70,70,60,60,85,97,0,85,50,70,0,1,2,3,2,3,2,0,1,1,0.5,2,3,2,6,2,1,2,1,0,3,5,3,5,4,3,4,1,"FTF",4,5,2,4,0,0,0,0,0,0,0,1,0.833333333333333,1,0,1,1,4,NA,NA,2,1,4,NA,2,4,4,1022,1,2,2,NA,"RP-RC","RP-RS",85,1,1,1,1,1,1,1,1,1,NA,NA,1992,185,1,0.166666666666667,0.5,2.33333333333333,0.625,0.111111111111111,0,1,0.5,1
"187",3,0.25,2,1,3,3,3,1,0,1,2,1,1,1,0,0,0,0,4,7,4,5,1,2,3,NA,2,4,2,2,1,1,1,3,1,2,1,1,2,2,0,0,70,85,85,60,60,60,85,1,70,70,70,NA,NA,1,4,5,4,4,0,1,1,NA,NA,NA,2,6,NA,1,2,1,0,4,6,6,6,6,3,3,1,"FTF",5,5,4,5,0,1,0,0,0,0,1,0,0.666666666666667,NA,NA,1,1,2,NA,NA,1,1,4,NA,2,4,4,1022,5,2,2,NA,"RP-RC","RP-RS",70,1,1,1,1,0.7647,0.7647,0.7647,1,4,2,4,2000,187,1,0.5,0.25,1.66666666666667,0.5,0.333333333333333,0,0.5,0,1
"194",3,0.1625,4,NA,NA,NA,NA,0,0,1,2,1,1,2,0,0,0,1,NA,5,NA,NA,1,1,3,NA,2,3,4,3,3,2,1,3,3,1,2,2,2,2,0,0,50,50,50,50,70,50,60,1,50,50,50,1,0,3,NA,NA,NA,NA,0,1,1,0.666666666666667,5,3,2,6,NA,0,2,1,0,6,NA,NA,NA,NA,2,2,1,"FTF",5,4,2,4,0,0,0,0,0,0,0,0,0.5,NA,NA,1,0,3,NA,NA,1,1,2,NA,2,3,3,1023,2,2,2,NA,"DP-DC","DP-RS",50,0,0,1,1,0.6345,0.6345,0.6345,1,1,NA,NA,2000,194,1,0.25,0.25,2.5,0.25,0.222222222222222,0.444444444444445,0,0,0
"195",4,0.425,5,3,5,4,4,0,0,1,2,2,2,2,0,1,1,0,3,5,4,4,1,1,3,NA,1,3,2,2,3,2,2,3,3,NA,3,2,2,4,0,0,30,30,30,40,30,60,60,0,70,NA,0,1,1,5,3,3,3,5,0,0,1,0.666666666666667,3,5,4,4,5,1,2,1,0,5,5,5,5,5,4,5,1,"FTF",4,3,2,2,0,0,0,0,0,0,0,0,0.833333333333333,NA,1,0,1,7,NA,NA,1,1,3,NA,2,3,3,1023,5,4,5,NA,"RP-RC","RP-RS",60,1,1,1,1,0.8275,0.8275,0.8275,1,2,2,2,2004,195,1,0.916666666666667,0.75,2.6,0.875,0.444444444444445,0.333333333333333,0,0,0
"199",1,0.3875,6,NA,NA,NA,NA,0,0,1,2,1,1,2,0,0,0,0,4,5,4,5,1,1,2,NA,1,3,2,2,1,1,1,2,3,3,1,4,4,1,0,0,50,50,50,60,60,40,30,0,97,50,50,0,0,3,5,5,5,5,0,0,0,0.5,NA,NA,3,7,3,0,2,0,0,NA,7,7,NA,NA,2,2,0,"FTF",1,5,1,5,0,1,0,0,0,0,0,0,0.833333333333333,0,0,0,0,1,NA,NA,1,1,2,NA,1,3,3,1024,4,2,2,NA,NA,NA,0,NA,NA,NA,0,1,1,1,1,2,NA,NA,1992,199,1,0.416666666666667,0.25,2,0.25,0.555555555555556,0.444444444444445,0,0,0
"201",1,0.175,5,NA,NA,1,NA,0,0,1,1,2,1,2,0,0,0,1,NA,NA,3,5,1,1,3,NA,1,3,NA,2,1,1,1,2,1,3,4,3,3,3,0,0,60,60,60,50,60,50,50,0,50,70,40,0,1,3,NA,NA,2,5,0,0,0,0.333333333333333,4,4,5,3,NA,0,1,0,0,NA,NA,NA,NA,NA,3,2,1,"FTF",2,3,2,1,0,0,0,0,0,0,0,0,0.5,NA,0,1,0,3,NA,NA,1,1,NA,NA,1,NA,NA,1024,4,3,5,NA,NA,NA,60,NA,NA,NA,0,0.3379,0.3379,0.3379,1,1,NA,NA,2000,201,1,0.75,0.25,1.66666666666667,0.375,0.333333333333333,NA,0,0,0
"202",1,0.1375,6,4,4,4,4,1,1,1,1,1,2,2,0,1,0,1,2,6,2,6,1,2,3,NA,1,3,2,2,3,2,2,3,3,NA,3,4,3,2,0,0,70,70,70,40,40,70,70,1,70,70,70,0,0,5,3,4,3,5,0,0,1,0.666666666666667,2,6,2,6,3,1,2,1,0,6,NA,5,3,5,4,4,1,"FTF",4,4,2,2,0,0,0,0,0,0,0,0,0.833333333333333,NA,0,0,1,6,NA,NA,1,2,3,NA,2,3,3,1024,4,5,5,NA,"RP-RC",NA,60,1,1,NA,1,0.8849,0.8849,0.8849,1,1,1,1,2004,202,1,0.916666666666667,0.25,2.6,0.75,0.444444444444445,0.333333333333333,0.5,0.5,0
"206",1,0.175,4,NA,NA,NA,NA,0,0,1,2,1,1,1,0,0,0,0,3,6,4,6,1,1,3,NA,2,4,3,2,2,1,1,3,3,1,2,2,2,3,0,1,60,60,60,85,70,60,40,1,70,30,60,0,0,3,2,6,2,6,0,1,1,0.333333333333333,4,6,3,7,3,0,2,1,1,4,2,6,2,6,3,3,1,"FTF",2,3,2,3,0,0,0,0,0,0,0,1,0,1,NA,0,0,5,NA,NA,2,1,3,NA,2,2,3,1025,4,4,3,NA,"DP-DC","DP-DS",60,0,0,0,1,1,1,1,1,1,NA,NA,1992,206,1,0.666666666666667,0.25,2,0.5,0.222222222222222,0.444444444444445,0,0.5,1
"208",1,0.4625,6,3,5,2,5,0,0,2,2,2,2,2,0,0,0,1,3,5,3,5,1,1,3,NA,2,3,2,3,3,2,2,3,3,3,2,4,2,4,0,0,70,70,70,40,60,40,80,1,60,15,15,1,1,4,2,5,2,4,0,1,1,NA,NA,NA,1,7,NA,1,2,1,0,4,2,6,3,5,4,5,1,"FTF",2,4,4,4,0,0,0,1,0,1,0,0,1,NA,1,0,0,6,NA,NA,1,1,3,NA,2,3,3,1025,5,5,5,NA,"RP-RC","RP-DS",70,1,1,0,1,0.7654,0.7654,0.7654,1,2,6,4,2000,208,1,1,1,2.83333333333333,0.875,0.444444444444445,0.333333333333333,0,0,2
"209",1,0.2,5,2,3,2,5,0,0,1,2,2,2,2,0,0,0,0,3,6,3,6,1,1,2,NA,1,3,2,3,3,2,1,2,2,NA,1,2,3,3,0,1,70,70,70,60,70,60,60,0,50,60,70,0,0,4,3,5,2,6,0,0,0,0.5,4,6,2,6,4,1,2,1,0,3,2,5,1,7,3,NA,1,"FTF",4,2,2,2,0,0,0,0,0,0,0,0,0.166666666666667,NA,NA,1,1,6,NA,NA,2,1,2,NA,1,2,2,1025,2,2,4,NA,NA,NA,60,NA,NA,NA,0,1.0405,1.0405,1.0405,1,2,2,4,2004,209,1,0.416666666666667,0.75,2.4,0.5,0.555555555555556,0.666666666666667,0,0.5,0
"213",1,0.6375,NA,NA,NA,NA,NA,NA,0,2,2,2,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,1,1,3,3,3,3,NA,0,NA,NA,NA,NA,NA,NA,70,1,NA,NA,NA,1,1,2,NA,NA,NA,NA,0,NA,0,0.5,NA,NA,NA,NA,3,NA,1,0,0,NA,NA,NA,NA,NA,1,1,0,"FTF",4,5,4,5,0,0,0,0,0,0,0,0,0.166666666666667,0,NA,NA,0,3,NA,NA,1,1,3,NA,1,3,NA,1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,3,NA,NA,1992,213,1,NA,0.75,1.4,0,NA,0.333333333333333,NA,0,0
"215",1,0.425,7,1,3,1,3,1,0,1,2,2,1,3,0,1,1,0,2,4,1,4,2,2,1,NA,1,2,1,3,1,1,1,2,1,3,1,2,2,2,1,0,60,60,60,0,15,50,60,1,40,60,50,1,0,3,1,3,1,4,0,0,1,0.666666666666667,2,5,3,4,NA,NA,2,0,0,7,2,5,1,4,4,4,1,"FTF",5,5,3,4,0,0,0,0,0,0,1,1,0.666666666666667,NA,1,0,0,2,NA,NA,1,1,1,NA,2,3,3,1026,5,4,3,NA,"RP-DC","RP-RS",15,1,0,1,1,1.1722,1.1722,1.1722,1,1,6,4,2000,215,1,0.75,0.5,1.83333333333333,0.75,0.888888888888889,0.555555555555556,1,0,2
"220",3,0.75,4,NA,NA,NA,NA,0,0,1,2,2,2,2,0,0,0,0,NA,4,4,4,1,1,NA,NA,1,3,NA,3,3,1,2,3,3,1,1,4,2,2,0,0,70,60,80,80,70,85,85,0,60,80,15,1,1,4,NA,4,4,4,0,0,1,0.5,NA,3,3,3,3,NA,2,1,0,7,7,7,7,7,5,3,1,"FTF",2,5,2,4,0,0,0,0,0,0,1,0,0.166666666666667,0,1,0,1,7,NA,NA,1,1,3,NA,2,3,3,1027,4,2,4,NA,NA,NA,40,NA,NA,NA,0,1,1,1,1,1,NA,NA,1992,220,1,0.583333333333333,0.75,2.33333333333333,0.75,0.333333333333333,0.333333333333333,0,0,1
"222",3,0.525,6,1,6,2,6,1,0,2,2,2,1,2,0,1,0,1,1,6,2,6,2,2,2,NA,1,2,2,3,3,2,2,3,3,3,4,4,5,4,1,0,80,80,80,30,25,97,97,1,50,70,50,1,0,7,1,7,1,7,0,0,1,NA,NA,NA,1,6,NA,NA,2,1,0,6,1,6,2,6,3,4,1,"FTF",5,5,5,5,0,0,0,0,0,0,0,1,1,NA,0,0,1,1,NA,NA,1,1,3,NA,2,4,4,1027,5,4,4,NA,"RP-RC","RP-RS",40,1,1,1,1,0.7654,0.7654,0.7654,1,1,2,1,2000,222,1,0.833333333333333,0.75,2.83333333333333,0.625,0.666666666666667,0.111111111111111,1,0,1
"225",1,0.075,NA,7,7,NA,NA,0,0,1,1,2,2,3,0,0,0,0,4,3,5,6,1,1,NA,NA,1,NA,NA,1,1,1,1,2,2,2,2,4,4,2,0,0,0,0,0,40,60,70,30,0,50,50,40,0,0,NA,4,4,5,4,0,0,0,NA,4,3,2,4,2,0,2,0,0,1,6,6,7,7,2,3,0,"FTF",3,1,3,3,0,1,0,0,0,0,0,0,0.666666666666667,0,NA,0,0,1,5,5,1,1,NA,NA,1,NA,NA,1027,4,2,1,1,NA,NA,50,NA,NA,NA,0,0.6925,0.6925,0,1,NA,NA,NA,2012,225,1,0.25,0.5,1.5,0.375,NA,NA,0,0,0
"229",2,0.2125,4,4,4,3,6,1,0,1,2,2,1,2,0,1,0,1,4,6,3,6,1,2,3,NA,2,3,NA,2,3,2,2,3,3,1,1,3,3,3,0,0,50,50,50,85,60,70,60,0,50,40,50,NA,NA,4,2,5,2,6,0,1,1,0.5,4,5,2,6,NA,1,2,1,0,NA,5,3,5,3,4,4,1,"FTF",3,5,3,4,0,0,0,0,0,0,0,0,0.333333333333333,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,2,4,4,1028,3,3,3,NA,"RP-DC","RP-DS",50,1,0,0,1,0.803,0.803,0.803,1,1,3,3,2000,229,1,0.5,0.5,2.33333333333333,0.75,0.333333333333333,0,0.5,0,0
"230",3,0.55,7,2,5,2,5,0,0,2,2,2,1,3,0,0,0,0,1,6,2,6,2,1,2,NA,1,2,1,3,1,1,2,2,3,NA,2,2,2,2,1,0,NA,60,60,60,50,97,97,0,NA,70,50,1,0,4,2,5,2,6,0,0,1,0.833333333333333,1,6,2,6,4,0,2,1,0,7,NA,5,3,4,3,4,1,"FTF",4,5,2,5,0,0,0,0,0,0,0,1,0.666666666666667,NA,NA,0,1,5,NA,NA,1,1,3,NA,2,3,4,1028,5,2,2,NA,NA,NA,85,NA,NA,NA,0,0.8769,0.8769,0.8769,1,1,NA,1,2004,230,1,0.5,0.75,2,0.625,0.777777777777778,0.222222222222222,0.5,0,1
"236",NA,0.275,NA,NA,NA,NA,NA,1,0,2,2,1,1,NA,0,0,0,0,2,5,2,5,2,2,1,NA,1,2,3,2,1,1,1,2,1,2,3,5,3,2,1,1,85,50,50,0,15,85,85,0,85,NA,50,1,NA,NA,3,3,2,3,0,0,1,0.833333333333333,1,6,2,5,NA,1,2,1,0,4,3,3,3,4,3,3,1,"FTF",5,2,3,4,0,1,0,0,0,0,1,1,0.666666666666667,NA,NA,1,1,NA,NA,NA,2,1,3,NA,2,3,3,1029,4,3,4,NA,"RP-RC","RP-RS",50,1,1,1,1,1.2164,1.2164,1.2164,1,3,3,3,2000,236,1,0.666666666666667,0.5,1.5,0.5,0.666666666666667,0.333333333333333,1,0.5,2
"237",NA,0.425,NA,4,6,4,6,0,1,NA,NA,NA,NA,2,0,1,0,0,5,7,4,7,1,1,3,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,60,60,30,40,1,NA,NA,NA,NA,NA,3,3,2,4,5,0,1,1,0.5,4,7,3,6,NA,1,2,1,0,NA,5,6,5,6,NA,4,NA,"FTF",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,1,0,1,NA,NA,2,2,2,NA,2,2,2,1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2406,1.2406,1.2406,1,1,3,6,2004,237,1,NA,NA,NA,0.75,0.222222222222222,0.666666666666667,0,1,0
"243",3,0.55,6,4,4,4,4,0,0,2,2,2,2,3,0,0,0,0,3,5,4,5,1,1,3,NA,1,3,2,3,1,2,2,3,1,NA,2,4,4,2,0,0,70,40,60,70,40,60,97,1,60,70,30,1,0,4,4,3,5,3,0,0,1,0.833333333333333,2,6,2,7,4,0,2,1,0,5,3,4,3,4,3,3,1,"FTF",4,5,2,4,0,0,0,0,0,0,1,0,0.166666666666667,NA,NA,0,1,4,NA,NA,1,1,4,NA,2,4,4,103,5,4,4,NA,NA,"RP-RS",70,1,NA,1,1,1.3236,1.3236,1.3236,1,2,4,4,2004,243,1,0.833333333333333,1,2,0.5,0.444444444444445,0,0,0,1
